Ref,Status,Location,Name,Created,Type,Status Changed,Open Actions,Total Actions,Association,OverDue,Images,Comments,Documents,Project,Report Forms Status,Report Forms Group
F76201.126,Closed JPC Reviewed,03 Material Deliveries>Site Management>JPC Project Management,QM-FRM-CS-104 Material Movement Record,08/05/2019,Quality 01 Structural,24/07/2019,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.125,Closed JPC Reviewed,03 Material Deliveries>Site Management>JPC Project Management,QM-FRM-CS-104 Material Movement Record,08/05/2019,Quality 01 Structural,24/07/2019,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F74906.56,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,16/07/2019,Quality 01 Structural,15/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F74906.57,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,16/07/2019,Quality 01 Structural,15/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.130,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,08/08/2019,Quality 01 Structural,24/09/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.328,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,18/06/2019,Quality 01 Structural,30/07/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.329,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,18/06/2019,Quality 01 Structural,30/07/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.330,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,18/06/2019,Quality 01 Structural,30/07/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.331,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,18/06/2019,Quality 01 Structural,30/07/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.332,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,18/06/2019,Quality 01 Structural,30/07/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.333,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,18/06/2019,Quality 01 Structural,30/07/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.370,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,25/06/2019,Quality 01 Structural,20/08/2019,0,0,child,FALSE,TRUE,TRUE,FALSE,1328,Closed,Quality
F76201.371,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,25/06/2019,Quality 01 Structural,20/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.373,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,25/06/2019,Quality 01 Structural,20/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.374,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,25/06/2019,Quality 01 Structural,20/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.375,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,25/06/2019,Quality 01 Structural,20/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.376,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,25/06/2019,Quality 01 Structural,27/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.389,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,27/06/2019,Quality 01 Structural,23/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.399,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,28/06/2019,Quality 01 Structural,23/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.405,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,01/07/2019,Quality 01 Structural,27/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.411,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,02/07/2019,Quality 01 Structural,07/04/2020,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.412,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,02/07/2019,Quality 01 Structural,27/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.416,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,03/07/2019,Quality 01 Structural,15/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.429,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,10/07/2019,Quality 01 Structural,08/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.430,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,10/07/2019,Quality 01 Structural,08/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.431,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,10/07/2019,Quality 01 Structural,08/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.432,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,10/07/2019,Quality 01 Structural,08/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.433,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,10/07/2019,Quality 01 Structural,08/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.436,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,10/07/2019,Quality 01 Structural,12/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.462,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,30/07/2019,Quality 01 Structural,30/07/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.463,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,30/07/2019,Quality 01 Structural,30/07/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.464,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,30/07/2019,Quality 01 Structural,30/07/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F76201.472,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,09/08/2019,Quality 01 Structural,08/10/2019,0,0,,FALSE,FALSE,FALSE,FALSE,1328,Closed,Quality
F84104.66,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,17/07/2019,Quality 01 Structural,15/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.69,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,18/07/2019,Quality 01 Structural,15/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.73,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,19/07/2019,Quality 01 Structural,20/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.80,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,23/07/2019,Quality 01 Structural,20/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.23,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,04/07/2019,Quality 01 Structural,08/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.81,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,23/07/2019,Quality 01 Structural,20/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.91,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,24/07/2019,Quality 01 Structural,23/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.94,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,25/07/2019,Quality 01 Structural,23/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.104,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,29/07/2019,Quality 01 Structural,27/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.106,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,29/07/2019,Quality 01 Structural,27/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.107,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,29/07/2019,Quality 01 Structural,27/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.108,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,29/07/2019,Quality 01 Structural,27/09/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.109,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,29/07/2019,Quality 01 Structural,27/09/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.27,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,05/07/2019,Quality 01 Structural,08/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.113,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,30/07/2019,Quality 01 Structural,27/09/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.114,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,30/07/2019,Quality 01 Structural,27/09/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.119,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,01/08/2019,Quality 01 Structural,27/09/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.120,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,01/08/2019,Quality 01 Structural,27/09/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.28,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,05/07/2019,Quality 01 Structural,08/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.131,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,08/08/2019,Quality 01 Structural,02/04/2020,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.132,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,08/08/2019,Quality 01 Structural,02/04/2020,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.133,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,08/08/2019,Quality 01 Structural,31/03/2020,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.135,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,08/08/2019,Quality 01 Structural,31/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.29,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,05/07/2019,Quality 01 Structural,08/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.146,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,12/08/2019,Quality 01 Structural,08/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.145,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,12/08/2019,Quality 01 Structural,08/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.30,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,05/07/2019,Quality 01 Structural,08/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.152,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,14/08/2019,Quality 01 Structural,08/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.151,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,14/08/2019,Quality 01 Structural,08/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.153,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,14/08/2019,Quality 01 Structural,08/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.31,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,05/07/2019,Quality 01 Structural,08/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.158,Closed JPC Sign Off,Basement Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,15/08/2019,Quality 01 Structural,11/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.32,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-116 Concrete Cube Record,05/07/2019,Quality 01 Structural,08/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.164,Closed,JPC Project Management,SM-FRM-008 Cause & Effect Record,19/08/2019,Site Management,19/08/2019,0,0,child,FALSE,FALSE,FALSE,FALSE,1328,Closed,Site Management
F84104.167,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,20/08/2019,Quality 01 Structural,11/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.168,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,20/08/2019,Quality 01 Structural,24/09/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.169,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,20/08/2019,Quality 01 Structural,16/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.170,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,20/08/2019,Quality 01 Structural,16/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.171,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,20/08/2019,Quality 01 Structural,16/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.174,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,20/08/2019,Quality 01 Structural,16/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.177,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,21/08/2019,Quality 01 Structural,16/10/2019,0,0,child,FALSE,TRUE,TRUE,FALSE,1328,Closed,Quality
F84104.178,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,21/08/2019,Quality 01 Structural,16/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.184,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,22/08/2019,Quality 01 Structural,15/11/2019,0,0,child,FALSE,TRUE,TRUE,FALSE,1328,Closed,Quality
F84104.185,Closed JPC Sign Off,Foundations>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,22/08/2019,Quality 01 Structural,02/04/2020,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.193,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,23/08/2019,Quality 01 Structural,21/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.196,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,26/08/2019,Quality 01 Structural,23/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.197,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,26/08/2019,Quality 01 Structural,23/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.198,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,26/08/2019,Quality 01 Structural,23/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.199,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,26/08/2019,Quality 01 Structural,23/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.200,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,26/08/2019,Quality 01 Structural,23/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.202,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,27/08/2019,Quality 01 Structural,23/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.205,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,27/08/2019,Quality 01 Structural,08/11/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.206,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,27/08/2019,Quality 01 Structural,23/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.214,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,29/08/2019,Quality 01 Structural,23/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.228,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,03/09/2019,Quality 01 Structural,30/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.229,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,03/09/2019,Quality 01 Structural,30/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.230,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,03/09/2019,Quality 01 Structural,30/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.231,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,03/09/2019,Quality 01 Structural,30/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.232,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,03/09/2019,Quality 01 Structural,30/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.236,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,04/09/2019,Quality 01 Structural,30/10/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.245,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,06/09/2019,Quality 01 Structural,07/11/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.256,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,10/09/2019,Quality 01 Structural,07/11/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.262,Closed JPC Sign Off,Ground Floor Plan>Block 4>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,11/09/2019,Quality 01 Structural,07/11/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.263,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,11/09/2019,Quality 01 Structural,07/11/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.271,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,12/09/2019,Quality 01 Structural,07/11/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.273,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,13/09/2019,Quality 01 Structural,07/11/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.274,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,13/09/2019,Quality 01 Structural,07/11/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.280,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,17/09/2019,Quality 01 Structural,08/11/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.48,Closed JPC Sign Off,Basement Plan>Block 4>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,12/07/2019,Quality 01 Structural,12/08/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.299,Closed JPC Sign Off,Ground Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-116 Concrete Cube Record,19/09/2019,Quality 01 Structural,15/11/2019,0,0,child,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
