,Ref,Status,Location,Name,Created,Type,Status Changed,Open Actions,Total Actions,OverDue,Project,Report Forms Status,Report Forms Group,Created_Sec,Status Changed_Sec,Create_to_Last_StatusChanged(s),Create_to_Last_StatusChanged(weeks),Create_to_Last_StatusChanged(days)
7295,F86424.61,Closed,01 Inspections>EHS Forms>JPC Project Management,EHS Inspection.,30/08/2019,Safety Forms,13/09/2019,0,11,False,1330,Closed,Safety,1567116000,1568325600,1209600,2,14
7298,F86424.58,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,29/08/2019,Safety Forms,25/05/2020,0,3,False,1330,Closed,Safety,1567029600,1590357600,23328000,38,270
7299,F86424.56,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,29/08/2019,Safety Forms,25/05/2020,0,0,False,1330,Closed,Safety,1567029600,1590357600,23328000,38,270
7300,F97233.2,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,29/08/2019,Safety Forms,05/06/2020,0,3,False,1330,Closed,Safety,1567029600,1591308000,24278400,40,281
7301,F86424.53,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,28/08/2019,Safety Forms,28/08/2019,0,2,False,1330,Closed,Safety,1566943200,1566943200,0,0,0
7302,F86424.52,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,28/08/2019,Safety Forms,15/06/2020,0,0,False,1330,Closed,Safety,1566943200,1592172000,25228800,41,292
7303,F92044.7,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,27/08/2019,Safety Forms,27/08/2019,0,3,False,1330,Closed,Safety,1566856800,1566856800,0,0,0
7304,F86422.3,Completed and signed off,EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,26/08/2019,Safety Forms,15/06/2020,0,2,False,1330,Closed,Safety,1566770400,1592172000,25401600,42,294
7306,F92044.5,Completed and signed off,1330 - Regeneron Building 19,EHS Managment Inspection - Daily,23/08/2019,Safety Forms,23/08/2019,0,2,False,1330,Closed,Safety,1566511200,1566511200,0,0,0
7309,F92044.4,Closed,01 Inspections>EHS Forms>JPC Project Management,EHS Inspection.,22/08/2019,Safety Forms,04/09/2019,0,17,False,1330,Closed,Safety,1566424800,1567548000,1123200,1,13
7311,F86424.51,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,21/08/2019,Safety Forms,21/08/2019,0,3,False,1330,Closed,Safety,1566338400,1566338400,0,0,0
7312,F86424.50,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,19/08/2019,Safety Forms,23/08/2019,0,5,False,1330,Closed,Safety,1566165600,1566511200,345600,0,4
7314,F86424.49,Closed,01 Inspections>EHS Forms>JPC Project Management,EHS Inspection.,15/08/2019,Safety Forms,05/06/2020,0,0,False,1330,Closed,Safety,1565820000,1591308000,25488000,42,295
7320,F86424.46,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,13/08/2019,Safety Forms,13/08/2019,0,3,False,1330,Closed,Safety,1565647200,1565647200,0,0,0
7322,F86424.45,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,12/08/2019,Safety Forms,23/08/2019,0,4,False,1330,Closed,Safety,1565560800,1566511200,950400,1,11
7325,F86424.44,Closed,01 Inspections>EHS Forms>JPC Project Management,EHS Inspection.,09/08/2019,Safety Forms,04/09/2019,0,13,False,1330,Closed,Safety,1565301600,1567548000,2246400,3,26
7333,F92044.3,Closed,01 Inspections>EHS Forms>JPC Project Management,EHS Inspection.,02/08/2019,Safety Forms,08/08/2019,0,14,False,1330,Closed,Safety,1564696800,1565215200,518400,0,6
7334,F86424.43,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,02/08/2019,Safety Forms,23/08/2019,0,3,False,1330,Closed,Safety,1564696800,1566511200,1814400,3,21
7338,F86424.42,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,30/07/2019,Safety Forms,23/08/2019,0,3,False,1330,Closed,Safety,1564437600,1566511200,2073600,3,24
7340,F86424.41,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,29/07/2019,Safety Forms,23/08/2019,0,4,False,1330,Closed,Safety,1564351200,1566511200,2160000,3,25
7342,F92044.2,Closed,01 Inspections>EHS Forms>JPC Project Management,EHS Inspection.,26/07/2019,Safety Forms,08/08/2019,0,7,False,1330,Closed,Safety,1564092000,1565215200,1123200,1,13
7344,F86424.39,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,25/07/2019,Safety Forms,23/08/2019,0,3,False,1330,Closed,Safety,1564005600,1566511200,2505600,4,29
7345,F86424.37,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,22/07/2019,Safety Forms,23/08/2019,0,0,False,1330,Closed,Safety,1563746400,1566511200,2764800,4,32
7346,F86424.36,Closed,01 Inspections>EHS Forms>JPC Project Management,EHS Inspection.,19/07/2019,Safety Forms,04/09/2019,0,12,False,1330,Closed,Safety,1563487200,1567548000,4060800,6,47
7347,F86424.35,Closed,01 Inspections>EHS Forms>JPC Project Management,EHS Inspection.,19/07/2019,Safety Forms,09/04/2020,0,0,False,1330,Closed,Safety,1563487200,1586383200,22896000,37,265
7349,F86424.34,Completed and signed off,EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,16/07/2019,Safety Forms,19/09/2019,0,4,False,1330,Closed,Safety,1563228000,1568844000,5616000,9,65
7352,F86424.30,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,12/07/2019,Safety Forms,23/08/2019,0,4,False,1330,Closed,Safety,1562882400,1566511200,3628800,6,42
7353,F86424.29,Closed,01 Inspections>EHS Forms>JPC Project Management,EHS Inspection.,12/07/2019,Safety Forms,04/09/2019,0,16,False,1330,Closed,Safety,1562882400,1567548000,4665600,7,54
7364,F86424.27,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,08/07/2019,Safety Forms,23/08/2019,0,0,False,1330,Closed,Safety,1562536800,1566511200,3974400,6,46
7369,F86424.26,Closed,01 Inspections>EHS Forms>JPC Project Management,EHS Inspection.,05/07/2019,Safety Forms,10/07/2019,0,7,False,1330,Closed,Safety,1562277600,1562709600,432000,0,5
7370,F86424.25,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,02/07/2019,Safety Forms,23/08/2019,0,6,False,1330,Closed,Safety,1562018400,1566511200,4492800,7,52
7371,F86424.24,Closed,01 Inspections>EHS Forms>JPC Project Management,EHS Inspection.,28/06/2019,Safety Forms,10/07/2019,0,14,False,1330,Closed,Safety,1561672800,1562709600,1036800,1,12
7372,F86424.22,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,26/06/2019,Safety Forms,23/08/2019,0,6,False,1330,Closed,Safety,1561500000,1566511200,5011200,8,58
7373,F86424.21,Closed,01 Inspections>EHS Forms>JPC Project Management,EHS Inspection.,26/06/2019,Safety Forms,05/06/2020,0,0,False,1330,Closed,Safety,1561500000,1591308000,29808000,49,345
7374,F86424.20,Completed and signed off,01 Inspections>EHS Forms>JPC Project Management,EHS Managment Inspection - Daily,26/06/2019,Safety Forms,23/08/2019,0,0,False,1330,Closed,Safety,1561500000,1566511200,5011200,8,58
7375,F1.221103,Completed and signed off,1330 - Regeneron Building 19,EHS Managment Inspection - Daily,26/06/2019,Safety Forms,25/05/2020,0,0,False,1330,Closed,Safety,1561500000,1590357600,28857600,47,334
7405,F103672.178,Open / Ongoing Works,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,15/09/2020,Safety Forms,15/09/2020,2,2,False,1335,Open,Safety,1600120800,1600120800,0,0,0
7407,F127607.135,Open / Ongoing Works,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,14/09/2020,Safety Forms,14/09/2020,1,4,False,1335,Open,Safety,1600034400,1600034400,0,0,0
7408,F103672.177,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,14/09/2020,Safety Forms,15/09/2020,0,0,False,1335,Closed,Safety,1600034400,1600120800,86400,0,1
7411,F132578.135,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,11/09/2020,Safety Forms,15/09/2020,0,8,False,1335,Closed,Safety,1599775200,1600120800,345600,0,4
7417,F103672.176,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,08/09/2020,Safety Forms,15/09/2020,0,5,False,1335,Closed,Safety,1599516000,1600120800,604800,1,7
7419,F127607.128,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,07/09/2020,Safety Forms,13/09/2020,0,2,False,1335,Closed,Safety,1599429600,1599948000,518400,0,6
7423,F103672.175,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,04/09/2020,Safety Forms,15/09/2020,0,2,False,1335,Closed,Safety,1599170400,1600120800,950400,1,11
7428,F103672.174,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,03/09/2020,Safety Forms,15/09/2020,0,2,False,1335,Closed,Safety,1599084000,1600120800,1036800,1,12
7429,F103672.173,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,03/09/2020,Safety Forms,15/09/2020,0,14,False,1335,Closed,Safety,1599084000,1600120800,1036800,1,12
7433,F141020.3,Open / Ongoing Works,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,01/09/2020,Safety Forms,01/09/2020,0,0,False,1335,Open,Safety,1598911200,1598911200,0,0,0
7434,F103672.172,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,01/09/2020,Safety Forms,08/09/2020,0,6,False,1335,Closed,Safety,1598911200,1599516000,604800,1,7
7435,F127607.122,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,01/09/2020,Safety Forms,13/09/2020,0,0,False,1335,Closed,Safety,1598911200,1599948000,1036800,1,12
7437,F127607.120,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,31/08/2020,Safety Forms,13/09/2020,0,4,False,1335,Closed,Safety,1598824800,1599948000,1123200,1,13
7441,F132607.15,Closed,Quality Control,CM-EHS-FRM-001 EHS Daily Management Inspection,29/08/2020,Safety Forms,15/09/2020,0,7,False,1335,Closed,Safety,1598652000,1600120800,1468800,2,17
7442,F132578.129,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,28/08/2020,Safety Forms,15/09/2020,0,12,False,1335,Closed,Safety,1598565600,1600120800,1555200,2,18
7444,F103672.171,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,27/08/2020,Safety Forms,03/09/2020,0,7,False,1335,Closed,Safety,1598479200,1599084000,604800,1,7
7445,F1.479781,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,27/08/2020,Safety Forms,15/09/2020,0,6,False,1335,Closed,Safety,1598479200,1600120800,1641600,2,19
7448,F132607.14,Closed,1335 - Adare Manor GAB,CM-EHS-FRM-001 EHS Daily Management Inspection,26/08/2020,Safety Forms,15/09/2020,0,8,False,1335,Closed,Safety,1598392800,1600120800,1728000,2,20
7449,F132607.13,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,26/08/2020,Safety Forms,15/09/2020,0,4,False,1335,Closed,Safety,1598392800,1600120800,1728000,2,20
7452,F141020.2,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,25/08/2020,Safety Forms,15/09/2020,0,1,False,1335,Closed,Safety,1598306400,1600120800,1814400,3,21
7453,F103672.170,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,25/08/2020,Safety Forms,01/09/2020,0,3,False,1335,Closed,Safety,1598306400,1598911200,604800,1,7
7455,F127607.113,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,24/08/2020,Safety Forms,13/09/2020,0,3,False,1335,Closed,Safety,1598220000,1599948000,1728000,2,20
7465,F103672.168,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,20/08/2020,Safety Forms,15/09/2020,0,13,False,1335,Closed,Safety,1597874400,1600120800,2246400,3,26
7467,F141020.1,Open / Ongoing Works,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,19/08/2020,Safety Forms,19/08/2020,0,0,False,1335,Open,Safety,1597788000,1597788000,0,0,0
7472,F127607.106,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,17/08/2020,Safety Forms,25/08/2020,0,2,False,1335,Closed,Safety,1597615200,1598306400,691200,1,8
7475,F132578.125,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,14/08/2020,Safety Forms,25/08/2020,0,1,False,1335,Closed,Safety,1597356000,1598306400,950400,1,11
7486,F132607.10,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,12/08/2020,Safety Forms,25/08/2020,0,8,False,1335,Closed,Safety,1597183200,1598306400,1123200,1,13
7489,F103672.167,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,11/08/2020,Safety Forms,25/08/2020,0,4,False,1335,Closed,Safety,1597096800,1598306400,1209600,2,14
7491,F127607.100,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,10/08/2020,Safety Forms,25/08/2020,0,6,False,1335,Closed,Safety,1597010400,1598306400,1296000,2,15
7493,F1.462748,Open / Ongoing Works,1335 - Adare Manor GAB,CM-EHS-FRM-001 EHS Daily Management Inspection,10/08/2020,Safety Forms,10/08/2020,0,0,False,1335,Open,Safety,1597010400,1597010400,0,0,0
7503,F103672.166,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,06/08/2020,Safety Forms,21/08/2020,0,8,False,1335,Closed,Safety,1596664800,1597960800,1296000,2,15
7508,F103672.162,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,04/08/2020,Safety Forms,10/08/2020,0,6,False,1335,Closed,Safety,1596492000,1597010400,518400,0,6
7510,F132578.116,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,31/07/2020,Safety Forms,10/08/2020,0,7,False,1335,Closed,Safety,1596146400,1597010400,864000,1,10
7512,F103672.161,Opened,EHS Inspections>EHS Management>JPC Project Management,CONTRACTS MANAGER SAFETY ASSESSMENT (monthly),31/07/2020,Safety Forms,31/07/2020,0,0,False,1335,Open,Safety,1596146400,1596146400,0,0,0
7521,F132607.6,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,29/07/2020,Safety Forms,10/08/2020,0,6,False,1335,Closed,Safety,1595973600,1597010400,1036800,1,12
7524,F127607.88,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,27/07/2020,Safety Forms,10/08/2020,0,7,False,1335,Closed,Safety,1595800800,1597010400,1209600,2,14
7549,F103672.159,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,23/07/2020,Safety Forms,06/08/2020,0,10,False,1335,Closed,Safety,1595455200,1596664800,1209600,2,14
7550,F103672.158,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,23/07/2020,Safety Forms,06/08/2020,0,0,False,1335,Closed,Safety,1595455200,1596664800,1209600,2,14
7556,F103672.156,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,21/07/2020,Safety Forms,10/08/2020,0,3,False,1335,Closed,Safety,1595282400,1597010400,1728000,2,20
7559,F127607.78,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,20/07/2020,Safety Forms,10/08/2020,0,5,False,1335,Closed,Safety,1595196000,1597010400,1814400,3,21
7563,F132578.96,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,17/07/2020,Safety Forms,10/08/2020,0,3,False,1335,Closed,Safety,1594936800,1597010400,2073600,3,24
7569,F103672.155,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,16/07/2020,Safety Forms,22/07/2020,0,17,False,1335,Closed,Safety,1594850400,1595368800,518400,0,6
7574,F132607.5,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,15/07/2020,Safety Forms,25/08/2020,0,9,False,1335,Closed,Safety,1594764000,1598306400,3542400,5,41
7587,F103672.150,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,14/07/2020,Safety Forms,21/07/2020,0,3,False,1335,Closed,Safety,1594677600,1595282400,604800,1,7
7590,F127607.71,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,13/07/2020,Safety Forms,25/08/2020,0,7,False,1335,Closed,Safety,1594591200,1598306400,3715200,6,43
7593,F103665.49,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,10/07/2020,Safety Forms,25/08/2020,0,0,False,1335,Closed,Safety,1594332000,1598306400,3974400,6,46
7603,F103672.149,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,09/07/2020,Safety Forms,16/07/2020,0,13,False,1335,Closed,Safety,1594245600,1594850400,604800,1,7
7617,F103672.148,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,07/07/2020,Safety Forms,09/07/2020,0,0,False,1335,Closed,Safety,1594072800,1594245600,172800,0,2
7618,F103672.147,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,07/07/2020,Safety Forms,14/07/2020,0,4,False,1335,Closed,Safety,1594072800,1594677600,604800,1,7
7620,F127607.64,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,06/07/2020,Safety Forms,25/08/2020,0,5,False,1335,Closed,Safety,1593986400,1598306400,4320000,7,50
7623,F132578.69,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,03/07/2020,Safety Forms,17/07/2020,0,5,False,1335,Closed,Safety,1593727200,1594936800,1209600,2,14
7625,F103665.48,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,03/07/2020,Safety Forms,25/08/2020,0,7,False,1335,Closed,Safety,1593727200,1598306400,4579200,7,53
7629,F103672.145,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,02/07/2020,Safety Forms,16/07/2020,0,10,False,1335,Closed,Safety,1593640800,1594850400,1209600,2,14
7636,F103672.143,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,30/06/2020,Safety Forms,07/07/2020,0,3,False,1335,Closed,Safety,1593468000,1594072800,604800,1,7
7643,F127607.50,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,29/06/2020,Safety Forms,25/08/2020,0,3,False,1335,Closed,Safety,1593381600,1598306400,4924800,8,57
7706,F103672.141,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,25/06/2020,Safety Forms,02/07/2020,0,15,False,1335,Closed,Safety,1593036000,1593640800,604800,1,7
7707,F103672.140,Opened,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,25/06/2020,Safety Forms,25/06/2020,0,0,False,1335,Open,Safety,1593036000,1593036000,0,0,0
7710,F103672.139,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,23/06/2020,Safety Forms,07/07/2020,0,4,False,1335,Closed,Safety,1592863200,1594072800,1209600,2,14
7712,F127607.44,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,22/06/2020,Safety Forms,23/06/2020,0,13,False,1335,Closed,Safety,1592776800,1592863200,86400,0,1
7713,F132607.1,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,22/06/2020,Safety Forms,10/08/2020,0,6,False,1335,Closed,Safety,1592776800,1597010400,4233600,7,49
7714,F103672.138,Closed,EHS Inspections>EHS Management>JPC Project Management,CONTRACTS MANAGER SAFETY ASSESSMENT (monthly),22/06/2020,Safety Forms,23/06/2020,0,0,False,1335,Closed,Safety,1592776800,1592863200,86400,0,1
7726,F103672.137,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,18/06/2020,Safety Forms,23/06/2020,0,14,False,1335,Closed,Safety,1592431200,1592863200,432000,0,5
7728,F103672.136,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,17/06/2020,Safety Forms,24/06/2020,0,4,False,1335,Closed,Safety,1592344800,1592949600,604800,1,7
7732,F103672.135,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,16/06/2020,Safety Forms,24/06/2020,0,4,False,1335,Closed,Safety,1592258400,1592949600,691200,1,8
7734,F127607.37,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,15/06/2020,Safety Forms,23/06/2020,0,7,False,1335,Closed,Safety,1592172000,1592863200,691200,1,8
7740,F125961.10,Completed and signed off,JPC Project Management,EHS Managment Inspection - Daily,12/06/2020,Safety Forms,23/06/2020,0,8,False,1335,Closed,Safety,1591912800,1592863200,950400,1,11
7742,F103672.133,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,12/06/2020,Safety Forms,18/06/2020,0,0,False,1335,Closed,Safety,1591912800,1592431200,518400,0,6
7745,F103672.131,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,11/06/2020,Safety Forms,18/06/2020,0,13,False,1335,Closed,Safety,1591826400,1592431200,604800,1,7
7758,F103672.128,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,09/06/2020,Safety Forms,24/06/2020,0,4,False,1335,Closed,Safety,1591653600,1592949600,1296000,2,15
7759,F103672.127,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,09/06/2020,Safety Forms,18/06/2020,0,0,False,1335,Closed,Safety,1591653600,1592431200,777600,1,9
7761,F127607.27,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,08/06/2020,Safety Forms,16/06/2020,0,3,False,1335,Closed,Safety,1591567200,1592258400,691200,1,8
7762,F103672.126,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,08/06/2020,Safety Forms,18/06/2020,0,0,False,1335,Closed,Safety,1591567200,1592431200,864000,1,10
7763,F1.406837,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,08/06/2020,Safety Forms,12/06/2020,0,4,False,1335,Closed,Safety,1591567200,1591912800,345600,0,4
7770,F103672.123,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,05/06/2020,Safety Forms,18/06/2020,0,0,False,1335,Closed,Safety,1591308000,1592431200,1123200,1,13
7771,F125961.5,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,05/06/2020,Safety Forms,12/06/2020,0,7,False,1335,Closed,Safety,1591308000,1591912800,604800,1,7
7776,F103672.122,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,04/06/2020,Safety Forms,18/06/2020,0,0,False,1335,Closed,Safety,1591221600,1592431200,1209600,2,14
7777,F103672.121,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,04/06/2020,Safety Forms,02/07/2020,0,13,False,1335,Closed,Safety,1591221600,1593640800,2419200,4,28
7781,F103672.120,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,03/06/2020,Safety Forms,18/06/2020,0,0,False,1335,Closed,Safety,1591135200,1592431200,1296000,2,15
7782,F103672.119,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,03/06/2020,Safety Forms,23/06/2020,0,0,False,1335,Closed,Safety,1591135200,1592863200,1728000,2,20
7783,F103672.118,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,03/06/2020,Safety Forms,23/06/2020,0,4,False,1335,Closed,Safety,1591135200,1592863200,1728000,2,20
7787,F103672.117,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,02/06/2020,Safety Forms,18/06/2020,0,0,False,1335,Closed,Safety,1591048800,1592431200,1382400,2,16
7788,F103672.116,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,02/06/2020,Safety Forms,08/06/2020,0,6,False,1335,Closed,Safety,1591048800,1591567200,518400,0,6
7792,F103665.46,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,29/05/2020,Safety Forms,23/06/2020,0,6,False,1335,Closed,Safety,1590703200,1592863200,2160000,3,25
7795,F103672.115,Opened,EHS Inspections>EHS Management>JPC Project Management,CONTRACTS MANAGER SAFETY ASSESSMENT (monthly),29/05/2020,Safety Forms,29/05/2020,0,0,False,1335,Open,Safety,1590703200,1590703200,0,0,0
7796,F103672.114,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,29/05/2020,Safety Forms,18/06/2020,0,0,False,1335,Closed,Safety,1590703200,1592431200,1728000,2,20
7799,F103672.113,Closed,EHS Inspections>EHS Management>JPC Project Management,EHS Inspection.,28/05/2020,Safety Forms,18/06/2020,0,8,False,1335,Closed,Safety,1590616800,1592431200,1814400,3,21
7800,F103672.112,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,28/05/2020,Safety Forms,18/06/2020,0,0,False,1335,Closed,Safety,1590616800,1592431200,1814400,3,21
7803,F103672.111,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,27/05/2020,Safety Forms,18/06/2020,0,0,False,1335,Closed,Safety,1590530400,1592431200,1900800,3,22
7804,F103672.110,Open / Ongoing Works,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-006 Site Welfare Inspection,27/05/2020,Safety Forms,27/05/2020,0,0,False,1335,Open,Safety,1590530400,1590530400,0,0,0
7807,F103672.109,Completed and signed off,EHS Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,26/05/2020,Safety Forms,08/06/2020,0,2,False,1335,Closed,Safety,1590444000,1591567200,1123200,1,13
7809,F103672.108,Closed,EHS Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,26/05/2020,Safety Forms,27/05/2020,0,0,False,1335,Closed,Safety,1590444000,1590530400,86400,0,1
